Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/15/2015 10:53:48,1 to 2 years,"Perl, Python",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 12:33:49,2 to 3 years,"Mobile apps (iOS), Objective-C",Ingeniero de Sistemas,Universidad del Norte,100%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,50 to 99 employees,Semi Senior Developer,"USD$2,000 - USD$2,999",No
1/17/2015 4:21:46,8 to 9 years,C++,Other degree,Concordia university ,20%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Avionics Engineer ,"USD$7,000 - USD$7,999",Yes
1/16/2015 10:23:33,1 to 2 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,universidad san buenaventura de medellin,80%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,analista desarrollador,"USD$2,000 - USD$2,999",No
1/15/2015 12:23:38,> 10 years,"ASP .NET, C#, HTML/CSS, Mobile apps (Android), Mobile apps (Windows), SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,80%,I do freelance work,It's a company located outside of Colombia,20 to 49 employees,Software Architect,"USD$6,000 - USD$6,999",No
1/16/2015 4:38:06,6 to 7 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,Universidad Autonoma de Occidente,70%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,10 - 19 employees,Desarrollador de Soluciones en Dynamics CRM,"USD$1,000 - USD$1,999",No
1/15/2015 13:24:16,6 to 7 years,"HTML/CSS, Javascript, PHP",Ingeniero de Sistemas,Universidad de los Andes,80%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Senior Web Developer,"USD$1,000 - USD$1,999",Yes
1/16/2015 9:02:13,< 1 year,Python,"I took some university classes, but did not graduate",,50%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,CEO & Founder,$0,No
1/15/2015 9:49:53,1 to 2 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Ruby, SQL",Ingeniero de Sistemas,andes,90%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,10 - 19 employees,,"USD$2,000 - USD$2,999",No
1/16/2015 4:58:53,3 to 4 years,"ASP .NET, C#, HTML/CSS, Javascript",Ingeniero de Sistemas,Escuela de Ingeniería de Antioquia,80%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,"USD$3,000 - USD$3,999",No
1/15/2015 13:17:51,9 to 10 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, PHP, SQL, Visual Basic","I took some university classes, but did not graduate",,70%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,20 to 49 employees,Developer,"USD$1,000 - USD$1,999",No
1/17/2015 9:18:38,1 to 2 years,"C, C#, C++, HTML/CSS, Groovy, Javascript, Matlab, Mobile apps (Android), PHP, Python, R, SQL",Ingeniero de Sistemas,Universidad Nacional de Colombia,70%,I am employed part-time,It's exclusively a Colombian company,10 - 19 employees,Scientific Programmer,"USD$1,000 - USD$1,999",No
1/16/2015 19:29:54,2 to 3 years,"Java, SQL, UML",Other degree,EAM,80%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,analyst developer,"USD$1,000 - USD$1,999",Yes
1/15/2015 16:39:38,2 to 3 years,"HTML/CSS, Javascript, PHP, SQL, UML","I took some university classes, but did not graduate",Uniminuto,80%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Desarrollador de Software,USD$1 - USD$999,No
1/16/2015 8:06:59,< 1 year,"C#, C++, HTML/CSS, Javascript, Matlab, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), PHP, Python",Ingeniero en Multimedia,,50%,I do freelance work,It's exclusively a Colombian company,< 10 employees,Web/app developer,USD$1 - USD$999,No
1/20/2015 6:33:04,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Windows), SQL, UML, Visual Basic",I am still in high school,,90%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,,"USD$1,000 - USD$1,999",No
1/19/2015 8:58:46,5 to 6 years,"ASP .NET, C#, HTML/CSS, Javascript, PHP, Ruby, Shell, SQL",Ingeniero de Sistemas,Universidad de Medellín,90%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Senior Software Developer,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:34:22,2 to 3 years,"ASP .NET, C#, Javascript, SQL, Visual Basic",Ingeniero de Sistemas,,50%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Ingeniero de Soporte y Desarrollo,USD$1 - USD$999,Yes
1/15/2015 13:11:41,3 to 4 years,"ASP .NET, C#, HTML/CSS, Mobile apps (Android), SQL","I took some university classes, but did not graduate",Universidad de Medellín ,10%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Developer ,USD$1 - USD$999,No
1/15/2015 10:04:47,4 to 5 years,"ASP .NET, Javascript, PHP, Python, SQL",Ingeniero de Sistemas,uniandes,80%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,Director Proyectos,"USD$2,000 - USD$2,999",Yes
1/17/2015 8:36:19,4 to 5 years,"C++, HTML/CSS, Java, Javascript, Shell, SQL, UML",Ingeniero de Sistemas,Eafit,60%,"I am employed full-time, I'm only coding for fun",It's exclusively a Colombian company,200 to 499 employees,Sysrems consultant,"USD$1,000 - USD$1,999",No
1/16/2015 8:42:32,2 to 3 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL","I took some university classes, but did not graduate",,80%,I am employed full-time,It's a multinational with presence in Colombia,,,"USD$1,000 - USD$1,999",No
1/19/2015 11:51:55,6 to 7 years,"HTML/CSS, Javascript, PHP, SQL",Ingeniero de Sistemas,Universidad Nacional,90%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,Jefe de sistemas,USD$1 - USD$999,Yes
1/17/2015 4:52:37,> 10 years,"Assembly, HTML/CSS, Javascript, Matlab, PHP, SQL, UML",Ingeniero de Mecatrónica,autonoma de occidente,60%,"I do freelance work, I am an entrepreneur, I'm only coding for fun",It's a multinational with presence in Colombia,< 10 employees,"lead ""all"" ends dev and designer","USD$4,000 - USD$4,999",Yes
1/16/2015 7:55:20,4 to 5 years,Java,"I took some university classes, but did not graduate",,50%,I am employed full-time,It's a multinational with presence in Colombia,100 to 199 employees,desarrollador java,"USD$1,000 - USD$1,999",Yes
1/16/2015 4:09:51,2 to 3 years,"C++, HTML/CSS, Javascript",Ingeniero en Multimedia,UMNG ,50%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,Project planer  manager ,"USD$1,000 - USD$1,999",No
1/15/2015 10:01:59,4 to 5 years,"HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, PHP, Ruby",Ingeniero de Sistemas,Universidad del Valle,70%,I do freelance work,It's a company located outside of Colombia,10 - 19 employees,Front End Engineer ,"USD$3,000 - USD$3,999",No
1/15/2015 12:18:59,3 to 4 years,"Javascript, Ruby",Ingeniero de Sistemas,Universidad del Norte,90%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,,"USD$3,000 - USD$3,999",Yes
1/20/2015 14:17:08,> 10 years,"ASP .NET, C#, HTML/CSS, Java, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,60%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Gerente de Proyecto,"USD$1,000 - USD$1,999",No
1/15/2015 20:01:02,> 10 years,"C#, C++, HTML/CSS, Groovy, Java, Javascript, Mobile apps (Android), PHP",Other degree,Universidad de Medellin,30%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,CEO,USD$1 - USD$999,Yes
1/15/2015 12:48:00,4 to 5 years,"ASP .NET, C#, HTML/CSS, Javascript",Ingeniero de Sistemas,,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,.Net Ssr Advance,"USD$1,000 - USD$1,999",No
1/15/2015 18:25:52,4 to 5 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (Windows), Python, SQL, UML",Ingeniero de Sistemas,Politecnico Jaime Isaza Cadavid,90%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,10 - 19 employees,Analista de Desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 10:19:50,5 to 6 years,"HTML/CSS, Java, Javascript, Ruby, SQL, UML",Ingeniero de Sistemas,"Universidad Catolica de Oriente, EAFIT",80%,I am employed full-time,It's a company located outside of Colombia,20 to 49 employees,Senior Java Developer,"USD$2,000 - USD$2,999",Yes
1/20/2015 7:07:57,< 1 year,"C++, Java, PHP, SQL",Ingeniero de Sistemas,Universidad del Valle,80%,I am employed full-time,It's a company located outside of Colombia,< 10 employees,Junior Developer,"USD$1,000 - USD$1,999",Yes
1/16/2015 3:57:11,8 to 9 years,"ASP .NET, C#, SQL, UML, Visual Basic",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 14:17:26,3 to 4 years,Mobile apps (Android),Other degree,,80%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,200 to 499 employees,Android Developer,"USD$1,000 - USD$1,999",Yes
1/16/2015 1:14:59,< 1 year,"HTML/CSS, Java, Javascript",Ingeniero de Sistemas,Universidad del Norte,90%,I am employed part-time,It's a company located outside of Colombia,< 10 employees,Scientific assistant,"USD$1,000 - USD$1,999",No
1/15/2015 12:02:21,> 10 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, Mobile apps (Windows), SQL",Ingeniero de Sistemas,Universidad Católica de Colombia,30%,"I am employed full-time, I'm only coding for fun",It's a multinational with presence in Colombia,>= 1000 employees,SR Technical Evangelist,"USD$6,000 - USD$6,999",Yes
1/16/2015 10:36:39,4 to 5 years,"Java, Javascript, PHP",Ingeniero de Sistemas,Universidad del Valle,100%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,>= 1000 employees,developer,"USD$1,000 - USD$1,999",Yes
1/16/2015 19:39:53,2 to 3 years,"HTML/CSS, Java, SQL, UML",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,500 to 999 employees,,USD$1 - USD$999,Yes
1/18/2015 19:27:51,7 to 8 years,"BPMN, HTML/CSS, Java, Javascript, UML",Ingeniero de Sistemas,,80%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 13:47:13,4 to 5 years,Javascript,Other degree,,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Front-End,"USD$1,000 - USD$1,999",No
1/15/2015 21:44:54,4 to 5 years,"Assembly, C, HTML/CSS, Javascript, Python, Shell, SQL",Other degree,Upb,80%,"I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,< 10 employees,Cto,"USD$3,000 - USD$3,999",Yes
1/15/2015 10:59:13,7 to 8 years,"C++, HTML/CSS, Java, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,Universidad Politécnico Grancolombiano,60%,I am employed full-time,It's a multinational with presence in Colombia,100 to 199 employees,Analista Programador Senior,"USD$2,000 - USD$2,999",No
1/15/2015 10:03:36,5 to 6 years,"HTML/CSS, Javascript, Perl, PHP, SQL, UML",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Ingeniero programador,"USD$2,000 - USD$2,999",No
1/15/2015 9:51:48,> 10 years,"HTML/CSS, Javascript, Mobile apps (iOS), Ruby, SQL","I took some university classes, but did not graduate",,100%,"I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,100 to 199 employees,,"USD$8,000 - USD$8,999",Yes
1/18/2015 17:47:31,< 1 year,"Java, Python, Ruby, SQL",I am still in high school,,20%,"I do freelance work, I'm only coding for fun, I am unemployeed",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/19/2015 14:46:49,4 to 5 years,Ruby,Ingeniero de Sistemas,,80%,I am employed full-time,It's a multinational with presence in Colombia,,,"USD$2,000 - USD$2,999",Yes
1/15/2015 13:25:58,5 to 6 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Windows), PHP, SQL",Ingeniero de Sistemas,UTP,0%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,.Net Developer,"USD$1,000 - USD$1,999",No
1/16/2015 6:57:03,6 to 7 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL, UML, Visual Basic",Other degree,,70%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,Senior Developer,"USD$1,000 - USD$1,999",No
1/18/2015 9:50:28,< 1 year,"ASP .NET, C#, HTML/CSS, Javascript, SQL, Visual Basic",Ingeniero de Sistemas,Universidad industrial de santander,90%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Ingeniero de desarrollo junior,USD$1 - USD$999,Yes
1/20/2015 16:16:36,3 to 4 years,"ASP .NET, C#, Javascript, SQL",Ingeniero de Sistemas,Sergio arboleda,70%,I am employed full-time,It's a company located outside of Colombia,200 to 499 employees,Analista de desarrollo,"USD$1,000 - USD$1,999",Yes
1/17/2015 14:52:56,2 to 3 years,"HTML/CSS, Java, SQL, Visual Basic",Ingeniero de Sistemas,UNIVERSIDAD DEL QUINDIO,20%,I am employed full-time,It's a multinational with presence in Colombia,500 to 999 employees,INGENIERO DE DESARROLLO JR,USD$1 - USD$999,No
1/15/2015 13:27:42,2 to 3 years,SQL,Ingeniero de Sistemas,UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS,70%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,Analista de sistemas,"USD$1,000 - USD$1,999",No
1/15/2015 14:19:10,2 to 3 years,"HTML/CSS, Javascript, PHP, Python, SQL","I took some university classes, but did not graduate",Nacional,40%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,,"USD$2,000 - USD$2,999",No
1/15/2015 20:34:10,6 to 7 years,"ASP .NET, C++, HTML/CSS, Javascript, Mobile apps (Android), Perl, PHP, Shell, SQL",I didn't attend a university,,100%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/15/2015 14:17:46,> 10 years,"HTML/CSS, Javascript, Perl, PHP",Ingeniero de Sistemas,Universidad Autonoma de Manizales,100%,I am employed full-time,It's a company located outside of Colombia,100 to 199 employees,developer,"> USD$10,000",No
1/15/2015 14:32:47,4 to 5 years,"ASP .NET, SQL, Visual Basic",Ingeniero de Sistemas,universidad pontificia bolivariana,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,software developer,"USD$1,000 - USD$1,999",No
1/15/2015 12:41:21,> 10 years,"HTML/CSS, Javascript, Mobile apps (Android), PHP",Ingeniero de Sistemas,Antonio Nariño,100%,"I am employed part-time, I do freelance work, I am an entrepreneur, I am unemployeed",It's a company located outside of Colombia,,dev.,"USD$2,000 - USD$2,999",No
1/15/2015 13:47:53,6 to 7 years,"HTML/CSS, Java, Javascript, PHP, Scala, SQL",Ingeniero de Sistemas,Universidad del Quindío,60%,I am an entrepreneur,It's exclusively a Colombian company,,CTO,"USD$2,000 - USD$2,999",No
1/15/2015 13:17:48,6 to 7 years,"HTML/CSS, Javascript, Ruby, Shell, SQL",Other degree,Universidad Santo Tomas,80%,"I am employed full-time, I'm only coding for fun",It's a company located outside of Colombia,10 - 19 employees,Developer at NodeSource,"USD$4,000 - USD$4,999",No
1/15/2015 10:08:36,1 to 2 years,Java,Ingeniero de Sistemas,Universidad de Los Andes,90%,"I am employed full-time, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,Software developer,"USD$1,000 - USD$1,999",Yes
1/15/2015 18:11:35,5 to 6 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), SQL, UML",Ingeniero de Sistemas,EAFIT,100%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Software Developer,"USD$1,000 - USD$1,999",No
1/15/2015 18:20:04,4 to 5 years,"C++, Mobile apps (Android)",Other degree,,80%,I am employed full-time,It's a multinational with presence in Colombia,100 to 199 employees,,"USD$2,000 - USD$2,999",No
1/16/2015 9:04:13,2 to 3 years,"HTML/CSS, Javascript, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,"Universidad Javeriana Cali, Colombia",80%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,20 to 49 employees,Analista de requerimientos y calidad web,USD$1 - USD$999,No
1/19/2015 5:44:00,< 1 year,"HTML/CSS, Javascript, Python","I took some university classes, but did not graduate",,60%,I do freelance work,It's exclusively a Colombian company,,,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:10:02,8 to 9 years,"C#, HTML/CSS, Java, Perl, PHP, SQL","I took some university classes, but did not graduate","Universidad del Valle, Universidad Libre",60%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,>= 1000 employees,CIO,"USD$3,000 - USD$3,999",No
1/16/2015 16:47:47,7 to 8 years,"HTML/CSS, Java, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,EAFIT,100%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,java software designer,"USD$2,000 - USD$2,999",Yes
1/16/2015 8:07:54,2 to 3 years,"C#, C++, HTML/CSS, Javascript, Matlab, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), PHP, UML",Ingeniero en Multimedia,universidad militar nueva granada,40%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,Engineering Manager,"USD$1,000 - USD$1,999",Yes
1/15/2015 14:38:27,7 to 8 years,"ASP .NET, Assembly, C, C#, C++, HTML/CSS, Java, Javascript, Matlab, Mobile apps (iOS), Ruby",Other degree,,70%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,Software Engineer ,"USD$3,000 - USD$3,999",No
1/15/2015 12:57:10,5 to 6 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), SQL, UML","I took some university classes, but did not graduate",Universidad de los Andes,90%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,Senior Software Engineer,"USD$1,000 - USD$1,999",No
1/15/2015 13:42:34,3 to 4 years,"C, C++, Java, Javascript, PHP, SQL, UML",Other degree,University of Carabobo,20%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a company located outside of Colombia,50 to 99 employees,Analist Programmer,USD$1 - USD$999,No
1/16/2015 6:09:53,7 to 8 years,"C#, HTML/CSS, Javascript, Python, SQL",Other degree,Universidad Nacional de Colombia,30%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,Contratista / Contractor,"USD$1,000 - USD$1,999",No
1/16/2015 6:04:13,1 to 2 years,"C, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Ruby",Ingeniero de Sistemas,Universidad EAFIT,90%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Web Applications Developer,"USD$2,000 - USD$2,999",No
1/15/2015 19:06:01,5 to 6 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,universidad Manuela Beltran,50%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,>= 1000 employees,Module Leader Salesforce,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:23:33,3 to 4 years,"ASP .NET, HTML/CSS, Javascript, PHP, SQL","I took some university classes, but did not graduate",,40%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 12:35:09,2 to 3 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (Windows), SQL",Ingeniero de Sistemas,Universidad Tecnologica de bolivar,70%,I do freelance work,It's exclusively a Colombian company,< 10 employees,Web Developer,USD$1 - USD$999,No
1/16/2015 19:45:53,7 to 8 years,"C, C++, Java, Javascript, SQL",Ingeniero de Sistemas,Universidad Catolica de Colombia,80%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,Desarrollador senior,"USD$2,000 - USD$2,999",No
1/15/2015 12:47:13,7 to 8 years,"ASP .NET, C#, SQL, Visual Basic",Ingeniero de Sistemas,pontificia universidad javeriana,100%,"I am an entrepreneur, I am unemployeed",It's exclusively a Colombian company,< 10 employees,senior developer,"USD$1,000 - USD$1,999",No
1/15/2015 13:15:36,1 to 2 years,Java,Ingeniero de Sistemas,UNIVERSIDAD NACIONAL DE COLOMBIA,80%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Java developer,"USD$1,000 - USD$1,999",No
1/18/2015 18:12:11,1 to 2 years,"C#, HTML/CSS, Java, Javascript, Matlab, PHP, Python, SQL",I am still in high school,,80%,"I do freelance work, I am an entrepreneur, I'm only coding for fun",It's a company located outside of Colombia,,,USD$1 - USD$999,Yes
1/16/2015 14:53:30,< 1 year,"C++, Java",Ingeniero Industrial,UNIVERSIDAD NACIONAL DE COLOMBIA,10%,I am an entrepreneur,,,,$0,No
1/15/2015 16:34:46,> 10 years,"ASP .NET, BPMN, C#, HTML/CSS, Java, Javascript, Mobile apps (Windows), SQL, UML, Visual Basic",Ingeniero de Sistemas,UAN,50%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,500 to 999 employees,Architect,"USD$3,000 - USD$3,999",No
1/15/2015 19:18:48,1 to 2 years,"HTML/CSS, Javascript, PHP, SQL, UML","I took some university classes, but did not graduate",coruniversitec,90%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,junior developer,USD$1 - USD$999,No
1/15/2015 14:16:57,2 to 3 years,"HTML/CSS, Javascript, Ruby",Ingeniero en Multimedia,Universidad Militar Nueva Granda,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,front end developer,"USD$1,000 - USD$1,999",No
1/15/2015 15:57:43,4 to 5 years,"C#, HTML/CSS, Java, Javascript, Ruby, SQL, UML",Ingeniero de Sistemas,,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,technical staff,"USD$1,000 - USD$1,999",Yes
1/15/2015 13:30:25,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML",Ingeniero de Sistemas,Universidad del Norte,90%,I am employed part-time,It's exclusively a Colombian company,< 10 employees,Web Developer,USD$1 - USD$999,No
1/15/2015 15:45:08,9 to 10 years,"C, C++, HTML/CSS, Javascript, PHP, SQL","I took some university classes, but did not graduate",,90%,I do freelance work,It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 18:04:51,1 to 2 years,"ASP .NET, C#, C++, Java, Javascript, Matlab, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Mobile apps (Windows), PHP, Python, Ruby, Shell, SQL, UML, Visual Basic",Ingeniero de Sistemas,uninorte,70%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,>= 1000 employees,,USD$1 - USD$999,No
1/15/2015 18:57:16,> 10 years,"ASP .NET, BPMN, C, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,,80%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,"USD$5,000 - USD$5,999",Yes
1/17/2015 5:21:43,5 to 6 years,"ASP .NET, BPMN, HTML/CSS, SQL",Other degree,Ingeniero Electrónico,30%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Desarrollador Senior,"USD$1,000 - USD$1,999",No
1/16/2015 11:25:22,3 to 4 years,"C#, C++, HTML/CSS, Java, Javascript, Matlab, Mobile apps (Android), PHP, SQL, Visual Basic",I am still in high school,universidad militar nueva granada,70%,I'm only coding for fun,,,,$0,Yes
1/15/2015 16:47:52,< 1 year,"C#, C++, Java, SQL",Ingeniero de Sistemas,Javeriana,100%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,developer,USD$1 - USD$999,No
1/15/2015 9:30:32,2 to 3 years,"HTML/CSS, Java, Javascript, Python, SQL",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,developer,USD$1 - USD$999,Yes
1/16/2015 15:14:44,> 10 years,"ASP .NET, C#, HTML/CSS, Groovy, Java, Javascript, PHP, SQL, Visual Basic",Ingeniero de Sistemas,Universidad Católica de Colombia / Universidad de Bogotá Jorge Tadeo Lozano,60%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Project Leader,"USD$1,000 - USD$1,999",Yes
1/15/2015 18:41:38,> 10 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), SQL, Visual Basic",Other degree,Universidad Pontificia Bolivariana y Boston University,40%,"I am employed part-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Developer,USD$1 - USD$999,No
1/15/2015 13:30:01,4 to 5 years,"HTML/CSS, Java, Mobile apps (Android)",Ingeniero de Sistemas,CECAR,90%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,Mobile Developer,"USD$1,000 - USD$1,999",No
1/15/2015 17:03:09,1 to 2 years,"HTML/CSS, Java, Javascript, SQL, UML",Ingeniero de Sistemas,Universidad Autónoma del Caribe,90%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,,USD$1 - USD$999,No
1/18/2015 8:45:55,2 to 3 years,"C++, HTML/CSS, Java, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad nacional de colombia,40%,I do freelance work,It's exclusively a Colombian company,,,USD$1 - USD$999,Yes
1/15/2015 20:10:22,4 to 5 years,"HTML/CSS, Javascript, Ruby, SQL",Ingeniero de Sistemas,"Universidad del Norte, barranquilla",90%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Software Developer,"USD$4,000 - USD$4,999",Yes
1/16/2015 6:26:56,> 10 years,"ASP .NET, C#, HTML/CSS",Other degree,,50%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,,,USD$1 - USD$999,No
1/16/2015 5:51:50,6 to 7 years,"C#, HTML/CSS, Javascript, PHP, SQL",Ingeniero de Sistemas,CUC,50%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Technical Lead,"USD$1,000 - USD$1,999",No
1/15/2015 11:16:00,6 to 7 years,"HTML/CSS, Javascript, PHP, Python",I didn't attend a university,,80%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Full Stack Web Developer,"USD$3,000 - USD$3,999",No
1/15/2015 13:44:01,4 to 5 years,"ASP .NET, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Shell, SQL",Ingeniero de Sistemas,Universidad Catolica,100%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Ingeniera desarrolladora,"USD$1,000 - USD$1,999",Yes
1/19/2015 11:11:22,< 1 year,"C, C++, HTML/CSS, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,,40%,I am employed part-time,It's exclusively a Colombian company,< 10 employees,,$0,No
1/15/2015 18:30:43,2 to 3 years,"HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP, Python, Ruby",I am still in high school,,70%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,CEO ,USD$1 - USD$999,Yes
